id,article_id,comment,commented_by,posted_datetime
c58177,a000808,"For a terrorist threat to be effective it must strike fear and uncertainty into the populace.
Anthrax is highly effective at this ( as we've seen), but wasn't too great as it didn't reach a wide enough range of people or infect that many because it really needs to be breathed in.
So create some anthrax solution and get people to administer it themselves. You get a job at the factory that produces those little canisters that fit in the automatic dispensers you see in restrooms everywhere that squirt out a bit of perfrum every few minutes. Then swap a couple on the production line or distribution centre for some with your bioweapon of choice in. The units are mostly fitted by workers, so they won't notice that they're not smelling quite right immediately. And the cross section of people affected will be so random it'll extremely difficult to identify the source(s). Someone gets infected at the train station toilet, someone at a gas station, someone at work. The spread will be widespread and random, leaving no-one knowing how it is happening. Then the rumours start ( helped along if necessary) - it's smeared on door handles, gas pump handles, added to foods.. As people get more uncertain panic sets in and they stay at home. Can be done with one or two people and a home chemistry set, but could be impressively effective  ",JonLap,2006-05-15 15:20:00
c58178,a000808,"I think an effective plot would be to randomly introduce very deadly toxins to water supplies around the country, particularly in small towns where municipal wells are used.  A fairly small group of people could contaminate a small percentage of  water suppplies over a large geographic area with relative ease. Groups of innocent civilians (maybe tens or hundreds at a time) die here and there around the country within a fairly short time (maybe a week or two) from toxins that are easily traced to their water supply. The media would immediately get wind and the 24-hour news media would whoop it up big.  Within a few weeks, authorities would start tightening security at water sources and facilities, but by then the damage would be done. Across the country, people would fear that their own water was dangerous (just as they fear crime in their own neighborhood based on news reports of crime elsewhere) and panic would break out. The attack might continue, but once people lost faith in the safety of their water supplies, survivalism would take over and communities would break down as everyone tried to insure their own supply of water.  A small number of further contaminations here and there over the next few weeks/months could cause dire economic problems and perhaps cause societal collapse.",Tim Sharpe,2006-05-15 15:28:00
c58184,a000808,"I am not sure how easy it is to blow up a LNG (liquified natural gas/liquid propane) trailer, but I would guess a few shots with a high powered rifle, or worst case a small rocket launcher. Since LP distributors are every 100 miles (or less) in the central US, it would be easy to drive from one to the next causing very large explosions.  As the terrorists drive from one distributor to another, they could drive hit the tanks at random farms, grain silos, and small factories. For the ""big bang"", they can end their journey at one of the ports, such as New Orleans or Long Beach, where LNG tankers unload. As an example of how easy to plan the ""big bang"", you can find the LP distribution locations in the US DOE Northeast Home Heating Oil Reserve report. https://www5.fossil.energy.gov/ heatingoil/docs/distributionplan.pdf",Jason C,2006-05-15 16:08:00
c58196,a000808,"I know the terrorist plot contest  has ended but it took too long for me to hatch the idea... I would still like to throw it out to because I think it merits some exposure. I hope someone who knows more about it will tell me that it wouldn't work. Sometime in June, 1976 I was having as beer in  the Poplar Place (a watering hole in Moab, Utah) when a table full of ""hippies"" started fantasizing about celebrating the the 200th anniversary of the American revolution with another one... Most of them were thinking in terms of blowing up the Glen Canyon Dam (a hot topic about that time, Edward Abbey's 'The Monkey Wrench Gang' had just hit the GreenPeace best sellers list"" Then, a well oiled guy at the bar swung around and, claiming to be a power systems engineer, said, ""That wouldn't do much to most of the country. If you want to sock it to the USA, you need to do the following: There's public document published by the Commerce Department called 'The Atlas of The United States' that is in most public libraries. Get a copy of and go to the map of the electrical power grid. It shows the rough location of the transport lines of country's power distribution system weighted by capacity. Do a little math and you'll see that over 1/3 of the nation's power crosses the western continental divide at ~17 points. If you really want to mess things up economically for America - build some mortars that can lob a good sized piece of chain over a highline, practice up on how to aim them, build them with a fairly accurate timer that can run for a week or so and set them off within 30 seconds of each other, backpack them into the bushes up on the divide, pick a time sometime in the middle of the summer (say, July 4th) for them to do their thing, and, BOOM! out go te lights, except with a twist. There is a HUGE amount of power stored in the electromagnetic fields surrounding transport power lines when they are operating at high capacity and when the current flow suddenly halts, the fields collapse and it's all injected back into the grid. Whithout something to stop it, it's injected back into the generators at the power plants. ... it would effectively convert the generators into motors that were trying to turn against the rotation of their power sources...) There are elaborate switching systems in place to protect the whole system from these effects but they are designed to cope with a certain probability of event. If you sever the lines that carry 1/3 of the nation's power in the same 30-second interval the event will fall WAY outside the designed capability of the protection systems and a significant fraction of the nation's power generating machinery would be destroyed. You will have destroyed much of the critical resource that would be required to manufacture the replacements needed to recover from the event itself. That would REALLY screw things up!"" ",Jim Black,2006-05-15 16:49:00
c58197,a000808,"Biological terrorists plot to destroy America by introducing fungus, algae, and animals and even weeds into habitats that have no defence for them wreaking havoc on America's Land and water. While unsuspecting American’s go about their daily lives, only a crack team of NSA agents can stop them by any means necessary.",e.,2006-05-15 16:53:00
c58203,a000808,"Low tech, low budget range This only requires one person with lots of time and some entry capital, say half a million dollars, or just take out a new business loan at the local bank. The terrorist even has a decent chance to get away after the attack. In the same vein as the Oklahoma Federal Building bombing or the Great Texas City Fertilizer Plant Disaster . You simply go to Crawford Texas or any town that high poliitical figures may  frequent and under a false identity, you build or buy the seed and fertilizer store and warehouse. You comply with all the regulations and you run the store like any other rural services place. You hire employees and file your taxes and make friends and enemies in the town like anyone else.  You marry a local lass and may even have children. But you hook up the agricultural diesel supply tanks to the fire sprinkler system over the fertilize storage racks where there are tons and tons of ammonium nitrate and install the requisite catalyst explosives underneath locked plates installled in the floors for apparently good reasons, like support sockets for temporary uprights. Then you wait very patiently. When the intended victim or victims are within range, you trip the trap by any easily available remote control device like a cell phone and take advantage of  the hour or so of sheer chaos to get as far away as possible. In my movie, the terrorist trips the trap from a small airplane from which he is spotting his victims and is himself knocked out of the air in the blast. Thus there's even a bit of vengeance from the audience's point of view.... Two small craft were really knocked down in the Texas City blast of 1947, where the range of damage reached around 15 miles, using some 2300 tons of ammonium nitrate. Note that all components are legal and readilly available and that you probably don't even need to invest your own money. You might even earn money while you're doing the waiting. Most people with a minimum of business sense and common abilities with electonics devices would be able to carry out the plan. ",Anonymous,2006-05-15 18:38:00
c58205,a000808,"It's too late for the contest, which is a shame because this is a sure-fire winner. Terrorists detonate several (maybe half a dozen) thermo-nuclear devices at the north pole. This will cause widespread radioactive polution, mostly covering N America, Europe, and the old USSR. Equally importantly, it will raise the sea level. Important Western commercial centers will mostly be flodded. The Western economy might collapse. It's easy, it's cheap, and it creates wide-spread damage, mostly to the enemies of the extreamists in the Middle-East. If you want a totally far-out twist, have the scenerio end with the increased water levels and climate chages turning the Middle-East into the new Eden, complete with ocean-front properties.",Dennis,2006-05-15 18:47:00
c58252,a000808,"Generally, when most people think of ""terrorist"", they picture a middle-eastern man with a beard.  What if the terrorists were twenty-something Gothics with a 100% American heritage?  And what if their  place of attack was some place trusted.... say, 5 or 6 'mega Churches' in a single city?  Picture a scenario similar to the columbine shootings, only in a Church with a few thousand people.  One single person could easily carry a handgun or even rifle into a Church and let loose on many people before anyone was the wiser.  Besides, Churches *WELCOME* these sorts of people in..... and they don't have security screenings or metal detectors. Just an idea, but I think that if it were ot happen, it could greatly increase the fear of something nobody seems to be scared of any more; Church My other idea was to open a hot dog stand and sprinkle anthrax into the food  before selling it..... lol rather comic-strip-like, though. Cheers!  Drew",Excelcior,2006-05-16 01:31:00
c58259,a000808,"The objectives of the terror attack determine where and how to do it, for example, after watching some subway related documentary movie on discovery channel, terrorists decided to attack the subway (tunnels, stations, electronic control systems), they can go for the NY subway system focusing on destroying the under-water tunnel to Manhattan island, beside putting the control systems out of service, if they aim for a real big number of casualties, they might think of putting the communications channels (land phone lines, cellular channels, police radio frequency ....etc) out of service at the same time to block/slow-down any rescue calls or attempts. After doing the previous as a camouflage to increase panic and grab attention, they are working on their original whatever attack in another part of the country, they decided to go for such double attack style to subvert authorities capabilities after they saw that the States didn't manage well in a single catastrophic event which was the Katrina hurricane, so it sure won't be able to face their double attack plan...
 After calling the National guards and even more regular Army forces from Afghanistan, a big wave of attacks was launched in Afghanistan leading to the overthrown of the current government by the forces of Taliban and Al-Qaeda and their taking over of the country again.  You can think of endless possibilities to how this can end, but the main movie plot might be blowing the submerged subway tunnel of Manhattan.",Ahmad Zaki,2006-05-16 02:47:00
c58310,a000808,"If its not too late, I would like to submit another one: The U.S Government decide that with the worlds resources due to run out, it would be expediant to have control over the remaining resources. Analysis shows that the continent of Africa holds enough resouces to allow a permitted socially acceptable group of people to continue thier closeted existence. However, a problem remains in that Africa is an 'emerging' continent and, should the various states decide to co-operate, will become a super-power in its own right. The solution that presents itself to the U.S Government is a simple one: a virus will be engineered that can target a specific sub-goup of the human species. This virus will not have an immediate effect, its effects will not be immediately terminal; instead it will infect the host for many years, causing suffering for those years before eventually killing the host, This will have the dual effect of draining the host's countries resources as well as killing the host itself. The virus will also be engineered to pass through sexual contact; the virus will also be able to recognise treatment history and ignore any previous treatments. As well as being used against the people of Africa, the virus will be used to target other 'socially unacceptable' groups in order to mask its true intent. Pyschologists within the U.S Government have determined that such a virus will grip peoples attention for approximately 1 year then, after that, it will become the 'norm'. After a time period of 200 years, Africa will be bankrupt and its people racked by starvation; the U.S, in the guise of the U.N, can then take over the continent and use its resources as it sees fit. Note that it is recognised that China and the Russia will not permit the U.S to achive a strangle hold on Africa, this will be handled by further engineering of the virus. This has the benefit of myth and reality.",Melkor,2006-05-16 08:37:00
c58360,a000808,"ok here's my idea get a total of 20 people the first 5 are going to be shooters the next 5 will be demolition guys the next 5 will be drivers the last 5 will be the guys that infiltrate the targets.  the vehicles will be cheap used vans(about 10k each total 40k). the weapons will be russian SKS's (about 200 each, total 4k for 20 rifels[another 800 for ammo]). the targets will be a nucular power plant, a hospital near the plant, a local factory/warehouse, and the governers house. the explosives will be dynamite with x-ray rods stolen from the hospital or the power plant attached (estimated cost for dynamite 35k). after the drivers drop off the 3 man hit teams they drive off to set up the van bombs at points where high casualties will occur and possibly knock out communications to the targets or destroy incoming police/emergancy vehicles.  the teams after setting the explosives hide in high traffic areas and get ready to attack civilians (cost of radio head sets 10k) they also have surplus kevlar and vests (cost 250k).  the charcters should be a mixture of races so people out there understand that anybody can become a terrorist.  the panic spread by the dirty bombs and the power outage and the killings and the lack of hospital avilability would cause civial panic and force the governor (if he survives) to instute martial law, which in turn would cause riots, looting, vigilantism, higher crime, ect. ect. and if the city has limited ways into the city like bridges and tunnels the van bombers could set up there to isloate the city such that no one can get in or out and every one runs out of gas and the bridges cant be repaired because theres no fuel to run the machines.  eventually most of the city dies due to violence, poverty, and plauge.",Stalker,2006-05-16 10:32:00
c58381,a000808,"Take as many plotters as you can find and train them on small aircraft.  It's not nearly as difficult as learning to fly jumbo jets and the plotters can learn anywhere in the world.  Then, on the same day, they fly rented small planes into jumbo jets as they're taking off or landing. It's almost impossible to prevent this, it will result in a lot of fear and will pick up on the idea that the government _still_ can't prevent terrorists from blowing up airplanes.",Lipton,2006-05-16 12:07:00
c58405,a000808,"With the advent of advanced biology being performed in the kitchen, let me advance the ""Jurasic Park"" scenario. With the help of mercenary Russian geneticsts and a blackbag op conducted in Italy (Turin?), a  full set of chromosomes are reconstituted from a certain shroud and are installed into a human ovum and grown to term.  The entire operation documented on video and aired by Al Jazera.  The resulting infant is paraded on video as a hostage.  Demolition of the Vatican is demanded or other suitably extreme action or JC's clone will be decaptitated on live TV...  Or better yet, raised as Muslim.  A billion or so screaming Christians demand the Middle East be reduced to glass desert.  The Pope mandates another Crusade.  Let the fun begin.",Venril,2006-05-16 14:37:00
c58495,a000808,"Penetrate automotive airbag controller S/W company with one or 2 people. Insert fault into the control S/W such that after 1 year, the airbags will go off randomly (random number generator and counter overflow) using some clever and non-obvious programming. As the airbags start to go off randomly, announce publicly that all airbags can go off randomly. This will force huge economic loss on the car makers as they would have to recall every single car of the given year. The impact will be multifold. Firstly replacement of all airbags ($1K each + labour * X million cars) will cost billions. Might even bankrupt the weaker car makers. Secondly, people will live in dread of driving their nice new car in a society that live by and die in their car. Thirdly, the direct human toll could be considerable depending on percentage of airbags that actually trigger. Fourthly, disabling the airbags as a short term solution will cause even more death and destruction. How is that for $100K to train a smart terrorist as an highly trained embedded system programmer? As a bonus, penetrate the the airbag manufacturing plant and randomly overcharge the airbags as to cause death and injury.",Spencer Cheng,2006-05-16 19:28:00
c58501,a000808,"A terrorist organisation with reasonable financial backing takes control of a super tanker, half fills it with oil, half with fertiliser, and sails it into San Diego harbour detonating it near the naval base. Casual inspection en-route would show it as being full of oil, and the size of the explosive mix (~130,000 tons) would yield ~ 130 kiloton explosion, or about 10 times more powerful than Hiroshima. The resulting panic about exploding oil tankers would then bring the global oil trade to a halt, leading to the collapse of Western Civilisation and the rise of the Caliphate...",Chris,2006-05-16 19:35:00
c58504,a000808,"20 Men To Kill A Nation - no previous experience necessary... The team splits up and all rent homes near various consumer icons of America. One gets a job at Coca-cola, one at Budweiser, one at a McDonalds slaughterhouse, one at a Twinkie factory, etc. At the appointed time, each man films himself carefully poisoning a massive batch of produce at home, then putting one deadly bottle or burger in each box. Each man also secretly films the inside of his factory, showing he works there. If possible, he films the poisoned produce being added back into the production line. It could be headed absolutely anywhere, including abroad. Over the next few weeks, the tapes are sent to ABC, NBC and CBS and also put on the internet. In all, 20 common products on the shelves are shown to be contaminated. The poison can be real - perhaps a strychnine and ricin special terror blend -  but any gastric ailment will be blamed on the poisoned food anyway. Every two days another video is released to the world, showing yet another American product is off limits. Nobody knows when it will stop, or who is next. Panic, suspicion, product recalls, lost exports, job losses and even complete economic collapse could follow. And if not, they keep doing the tapes, week in, week out, until it does. I've scared myself now. Maybe the Swiss have the right idea after all...",Mux,2006-05-16 20:24:00
c58514,a000808,"Just have several terrorist get jobs in different nuclear power plants...  At a predetermined time they all spill their Pepsi's in the control keyboards causing multiple Pepsi syndromes.   The plants will go critical and pop plutonium out all over the place..  walah.... 30,000 years of plutonium contamination.
. ",Rick,2006-05-16 21:30:00
c58521,a000808,"Radioactive pocket change. How many neutron-bombarded, radioactive US nickels would have to turn up before people were unwilling to carry coins anymore? ",Heliomphalodon,2006-05-16 23:28:00
c58641,a000808,"The Continental Phased Array The scene is Washington, DC. Unbeknownst to the general public, as a component of the domestic war on terror, the government’s Department of Homeland Security has mandated a significant improvement in the ability to locate cellular phones. The intent is to be able to accurately locate any operating cell phone instantly. The telecommunications industry has responded positively, as in the recent past. The capability to locate a handset, initially introduced to support 911 emergency services, has been enhanced with embedded GPS receivers. Cell phones are now able to determine and transmit their locations to the cellular system upon receipt of a specially coded request and without the user’s knowledge. Because the DHS does not understand GPS, no one in the government realizes how accurate theses locations can be. The scene is a terrorist Improvised Explosive Device R&D facility in the desert northwest of Baghdad. While studying ways to use cell phones as remote control detonators, terrorists have discovered the potential of the handset location capability. Employing Russian mathematicians, scientists and hackers, they develop new differential algorithms that can allow a cell phone to determine its location to a fraction of a cellular carrier wavelength and report, among other things, motion and orientation. Combined with a viral delivery system, all cell phones can now be infected with new programming that can silently turn on the carrier wave with good phase control. The ability to form a phased array beam is in place. The final demonstration of the R&D project shows the microwave-oven-like effect of a grid of cell phones mounted on a wall, when beamed at a suitable target. The scene is Baghdad. It is the first field trial of the new terrorist radio weapon. The terrorists run a computer program that infects the cellular system, and then all of the handsets in the city. The program turns on all of the transmitters forming a beam that downs a Blackhawk helicopter. The software removes itself immediately afterward. The source and nature of the attack cannot be determined because each cell phone individually is considered harmless, even though many people suspect they can cause brain damage in the user. They terrorists realize that the cellular carrier wave frequencies reside in the Water Hole, a range of frequencies at which the Earths atmosphere is transparent to electromagnetic transmissions. The terrorists infect cellular systems throughout the world. The resulting beamforming capability can put 1,000,000,000 watts of electromagnetic energy on any target at sufficiently large distance. Using the North American and Indian phased arrays, they disable satellites in orbit around the Earth. Using city-sized arrays they damage aircraft, some of which crash due to control issues. Recall that we couldn’t use cell phones on airplanes until recently. This is an enormous disruption to the Western economies, with relatively minor effects in the less developed parts of the world. It takes a long time to figure out how this is happening. Special Sci-Fi alternate ending: The terrorists realize that a properly oriented subarray can transmit a polarized beam. With careful timing, good weather and the unwitting help of the astrophysical community, they point the beam at the sun, affecting the plasma dynamics and triggering solar flares. The timing is arranged to have the resulting solar storms hit the Earth when it is 12:00 noon in St. Louis, Missouri. The ensuing damage to the power transmission grid is devastating. Alternate alternate: Fortunately, heroic counterhackers discover the software infections and disrupt the beamforming signals and no beam results. Armed with knowledge of the nature of the exploit, the government is able to prevent its repetition. Another Alternate Alternate: The terrorists send a beam to every nearby star. 300 years later the aliens arrive, expecting the original senders to make good on their promises. ",Joe Karsh,2006-05-17 13:22:00
c58642,a000808,"Cripple the infrastructure. It can be done easily and cheaply with little knowledge or resources. 10 Rider trucks filled with the classic fertilizer bomb or gasoline tanker trucks.  Since McVeigh & Nichols managed to pull it off with only 2 people I'd say it feasible.  Loosely coordinate the 10 trucks to strike within a half hour of each other targeting the bottle necks of the transportation infrastructure. For instance in the SF Bay target the bay bridge (truck explodes on the bottom deck), the Golden Gate Bridge (truck explodes at the low swing of the suspension cables), the Bart (a truck follows a Bart train into the tunnel, now there's a movie stunt). Similar incidents on the Richmond, Ran Rafael, Dumbarton, Hayward and Benicia bridges would effectively cripple the transportation infrastructure of the better part of the Greater Bay Area. The loss of live would actually be minimal but the economic impact would be immense.  Sort of like 911.",Rodgster,2006-05-17 13:22:00
c58657,a000808,Gain control of several cable tv providers' infrastructure and broadcast fake CNN/FOX/NBC/... news about destruction all over the USA.,Felix,2006-05-17 14:38:00
c58668,a000808,"Unoriginal idea from a sci-fi short story I read 30 or so years ago:
""Blind Ambition"" Use lasers to blind top government officials.  Original, but likely anticipated by others:
1) ""Killer Bees IX"" Import a nasty insect (the equivalent of fire ants).
2) ""Lost at Sea with GW"" Dirty bomb in fishing boats in U.S. harbors.  Or as the contents of a container ship.
3) ""Octopus's (Squid's?) Garden"" Terrorists train as SCUBA divers.  They cut international undersea fiber optic lines off-shore.  Other cells get backhoes to dig up fiber runs in rural areas between major cities...then drive two miles down the road and dig the run up again.  Still other cells infiltrate sewer departments in major cities and destroy fiber runs under the city streets. Repair times would be long.  Global communications and economies would be severely disrupted.
4) ""War of the Worlds II"" Terrorists buy some video editing software and digitally create the total destruction of a facility.  They submit the tape of total destruction to media outlets after creating some real diversion at the place being ""destroyed"" (set off fireworks, a tear gas cannister, etc.).  In the confusion the media run the stories, causing wide-spread panic.
5) ""Fertile Minds"" Terrorists invest in a fertilizer plant.  The plant is commercially successful, helping fund nefarious activities and providing the explosives for their misdeeds.
6) ""Danger Rising"" Terrorists put Viagra...
That's enough - nope, nope, I'm not going there...       ",Wiretap,2006-05-17 15:02:00
c58705,a000808,"Bad guys become telecom technicians. Bad guys individually hire on to various contract labor and telecomms companies. Bad guys enter 60 Hudson Street in downtown Manhattan in the ordinary course of business Bad guys install incendiary devices on several floors. Bad guys leave. Bad guys detonate devices.  60 Hudson Street collapses. The vast majority of transatlantic fiber optic cables go dark, since these cables terminated at 60 Hudson Street, where the various independent telecom carries in the US meet to exchange traffic with each other and with the international cable network. The telephone and internet connections to Europe are severed.  Not enough capacity exists to re-route by other means. International air traffic over the Atlantic stops because it can't be coordinated with European air traffic control centers. The financial markets in New York and London shut down because they can't communicate with the investment banks. Few deaths, big economic impact.",Broad Hudson,2006-05-17 16:25:00
c59111,a000808,"For what it's worth...(I just found your story request today)
Re: the terrorist movie plots  Check out a TV Movie-of-the-Week called ""Under Siege"" (no, not the one with Steven Seagal).  It had a huge ensemble cast, including Hal Holbrook, Peter Strauss, E.G. Marshall, Paul Winfield, Lew Ayres, Thaao Penghlis, Stan Shaw, Barry Corbin, Lewis Grizzard, Fritz Weaver, Beatrice Straight and Victoria Tennant.  It was filmed in 1985 (on a $3,000,000 budget) and shown on TV in early 1986.  I was a crew member (and the only female driver).  My job was mostly to chauffer the cast to and from sets in and around Little Rock.  And Arkansas' capitol ""stood in"" for the U.S. Capitol in Washington, D.C.  Don Ohlmeyer was the Executive Producer and the screenplay was co-written by Bob Woodward (yes, from Watergate fame).  Eerily, it was very close to what happened on 911, with the terrorists targeting U.S. cities.  Having my hands used in the close-up (directed by Don Ohlmeyer himself while 2nd Unit was wrapping up final footage) to portray the female terrorist picking up and detonating the explosives at the military base was an unecpected perk for me.  There was a lot of controversy in the newspapers before the movie was even shown; some thought it would cause too big of a backlash with the people who were being portrayed as the terrorists.
By the way, if you find a copy on VHS or DVD, I'd love to have one - all I have is what somebody taped on their VCR for me.  I thought it was an awesome flick back then - even more so after 911.  The film won an Emmy for Outstanding Sound.  ",bklynsmom,2006-05-18 13:24:00
c59119,a000808,"Terrorists could do this one cheaply and easily, and I am actually a bit hesitant to put it up. Several teams could base themselves in western US states  like Arizona, New Mexico, Montana, etc during summer, and wait for dryest and hottest part where forests are at their period of least amount of moisture in the fuels (wood, shrubs, grasses). All that would be required for that is just easily made incendiary devices, tossed out a window of a moving car.  If a series of teams did that simultaneously, and each one did multiple fires in one day, many large fires could be created in each state, quickly overwhelming wildland firefighting crews. And in order to ground aerial firefighting  planes and helos, either unguided rockets, or even a real SA-7/14 type missile to actually hit one of them.  USFS will immediately order all firefighting aircraft to not fly. Firefighting crews could be attacked, by means such as shooting, bombing their vehicles or firecamps. Particular attention could be paid to urban areas like San Bernardino, San Diego, Flagstaff where housing areas border right up to dense vegatition areas, resulting in thousands of houses burned potentially. Multiple large fires happening all at ones, with the knowledge they are terrorist acts, and then if terrorists undertook means to attack firefighters, both air and ground based, would cause USFS to not deploy them. Unfortunately, this is all too easy to do, and cheap.",Ron,2006-05-18 14:43:00
c59441,a000808,"Plot: 
Bin Laden posts a video tape via Al Jazeera where he admits to his faults, yes you heard me, apologizes to the US and western world for all the havoc he has created and announces that he will convert to christianity.  Yeah right, you think? Why would that silly man do that? Because the tape will be viewed by every human being within a weeks walk of a TV - the ratings will hit the roof! The only thing is - Bin Laden has spent the last four years training to become a world-class hypnotist and by using the ""hidden coke commercial in a frame now and then""-trick, he will take control over minds all over the world. From here on you can choose from a variety of outcomes - collective suicide or mass-murdering among westerners - adoption of Sharia laws in the US and EU - there is no limit to the possibilities, and the actual outcome only depends on what would seem best fit for the silver screen... Before you dissmiss the plot - just think about it - for what reason couldn't this plot actually happen? No reason - it could!",Konspiratorisk,2006-05-19 05:38:00
c59444,a000808,"A cheap way to spread FUD (Fear, Uncertainity and Doubt, a tactic often used in the marketing arena to retain customers against aggressive competitors) is to create a fake (but very credible) situation where normal people can believe to be under a very big danger, like a termonuclear explosion. I'm writing a novel where a guy, that wants to fear his own government, use the 500.000 $ to ask a military aircraft pilot to land on an stright highway (blocked at both ends by deadly black SUVs full of heavy armed bad guys): the pilot abandons the aircraft and leaves for a tropical island where he hopes to found the curvaceous blonde that has asked him to partecipate to the plot (the pilot will be shooted or poisoned by the girl after of before a hot sexual scene, of course). Next day, when media have printed/aired news about the misterious aircraft landing (witnessed by lots of cardrivers blocked on the highway), the guy that manouvres the plot behind the scenes, sends the notice to millions of emails, and sends to all media, to all political leaders and influencers (like Oprah and anchormen/women) a movie of the aicraft landing, where a bunch of terrostis take off form the aircraft ""fake"" nuclear bombs.
It is better that the aircraft is a cargo that ""was shipping to a dismantling factory some aged nuclear weapons"" that ""are not under the control of the normal security procedures"".  The terrorist announces to the nation (and the world and the stock exchange too) that the weapons will be used agaist some not disclosed targets; so people know that nuclear explosions will happen, but where? NYC? LA? SF? To activate a dormient vulcan of to start a tsunami? Imagine what a screenplayer and a good director can do: unbelievable scene of pure terrors triggered by a fake plot. After all, if some one says that 11/9 was a governement plot (and many people get rich writing books and producing movies on the subject), why people could not believe to a movie (and related news) where a ""real"" military aircraft has landed as declared by authorities and witnessed by feared cardrivers, hungry teamsters, over-busy sun-glassed policemen on chromate motorbikes? How could a government persuade people that they have lost some bombs? How they can cope with people fear? Could a goverment and an ecomony be undermined by a ""fake"" menace? Could a governement ask the terrorist to use the bomb to reveal his bluff? ",Roberto Marsicano,2006-05-19 07:23:00
c59500,a000808,"Picture this:  You are sleeping in bed with your spouse.  You hear a strange noise in the hallway.  You grab your gun and go investigate.  Because you know your house better than anyone you sneak towards the noise.  As you turn the corner there is a person at the end of the hall who is slouched over kind of hunkering down as they walk sideways down the hall.  You can tell it is a person walking very carefully.  As they turn they silhouette their profile and plane as day you see a gun.  Before the gun thought is fully registered you pull your trigger striking the person just over center mass in the neck.  A split second later there is a window crashing in the spare bedroom a few feet down the hall.  As you dive forward you point and shoot your gun striking the incoming intruder just below the center of mass and all is quiet except your spouse screaming back down the hall in the bedroom.  You go back to check on them as pick up the phone to dial 911.  However, there is someone else already on the line.  The voice announces “Mr. Smith, this is Agent Jones of the FBI, we will not send in anymore officers if you just give up, throw down your weapon and come out peacefully.  No one wants another Waco here.��?  You swear this is a dream, but now it looks like the entire neighborhood is flooded with flashing lights.  The voice on the phone says “Mr. Smith, did you hear me?��?  You reply “My name is Bruce Schneier, I don’t know any Mt Smith.��? Agent Jones asks “Is this 123 West Main St?��?  “No, it is 123 EAST Main St!!  What is going on?��?  “Please throw your weapon out the window and we will come in and figure it out.��? Agent Jones says. Now a stand off begins because you do not trust them because you have just killed two agents…. This my friends is real terror, and it happens.",Just Me,2006-05-19 11:44:00
c59975,a000808,"First, the DHS sells itself to cheap political  interest bought by lobbyist from the Nevada State Tourism Bureau, and declares the Hoover Dam area a ""come on and fly over here zone""; oh wait, that's already been done... Second, Ol' Ben finally comes out of the cave, sees the dialy traversity of hundreds of helicopters flying from Las Vegas to the Grand Canyon, most going striaght over the Hoover Dam. Third, Ol' Ben smuggles 5 suckers into the country from Iraq - all who have Jihad, experience with constructing IED's,  and the mis-fortune of having their relatives killed by U.S. ""collateral damage"" for commonality. Fourth, the 5 suckers hijack 5 sight seeing helicopters simualtaneosly, pickup up cases of plastic explosives, and fly the helicopters into strategic points into Hoover Dam. Fifth, the President goes on the TV that night and says to the country...
""Who could ever forsee that coming?""  ",Gboy,2006-05-20 08:43:00
c60941,a000808,"The Atty General of the US proposes an interpretation of law that trumps the first Amdendment rights of Americans.  After an unpopular war, entered through lies and deceit, this proves the tipping point for revolution.  Washington DC is quickly overrun by farmers with tractors, the US Navy under a little known provision of Naval Law seeks to arrest the president and his cabinet.  While internal bedlam ensues, all of the Terrorist sleeper cells awake.",Joe,2006-05-22 09:35:00
c60952,a000808,"terrorists work in teams of three.  Mortars are smuggled into the country.  Each team rents a house within a kilometer of a major stadium and/or gathering spot.  At game time they start firing the mortar into the stadium.  By the time the teams are found they should get off at least a couple dozen shots.  It will be very difficult to secure an area in advance and have a significant psychological impact. Large buildings, state capitols, amusement parks etc are all potential targets.  Throw in an elementary school and America would almost shut-down.",Eric,2006-05-22 10:12:00
c60964,a000808,"Video games are laced with ""subliminal messages"" that turn our nation's youth into ""sleeper agents"".  Terrorists release a video statement that has the subliminal trigger in it. Millions of kids see this signal and spontaneously organize into tight terrorist cells -- the government can't catch any of them or thwart their attacks because they all ""use special encryption"" and VoIP services. Kids don't target anything of military or symbolic significance; instead, they blow up video arcades, schools, and youth camps (which are, of course, just hangouts for other terrorists, since most of the guests are kids that have been ""infected""... but this plot hole can never be explained or even acknowledged). Attacks are halted when the martial government created under a State of Emergency bans the use of encryption and requires ISPs to filter out VoIP traffic.  This forces the cells to use the regular phone network (where they discuss their plans openly), and the military is able to capture all members of every cell and deprogram them. The nation then cheers as all videogames are banned to prevent this from happening again, and the President vows to maintain the bans on encryption and VoIP. Alternate extended ending: the ""terrorist instigators"" turn out to be the phone companies, who planned the whole thing to kill VoIP services so that they could continue to covertly monitor their customers and share this intelligence with the (Aliens|Chinese government|Illuminati), with whom they've struck a secret pact.  The intelligence will then be used to target future terrorist attacks, and perhaps an outright war.",radiantmatrix,2006-05-22 10:56:00
